id,title,genre,plot,imdbRating,Year,Country,Language
3843,Sleepaway Camp (1983),Horror,"Angela Baker, a traumatized and very shy young girl, is sent to summer camp with her cousin. Shortly after her arrival, anyone with sinister or less than honorable intentions gets their comeuppance.",6.3,1983,USA,English
3844,Steel Magnolias (1989),Drama,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",7.2,1989,USA,English
3845,And God Created Woman (Et Dieu&#8230;Cr�a la Femme) (1956),Drama,"In sunny St. Tropez, a young sexpot loves one brother but marries the other.",6.3,1956,"France, Italy","French, English"
3846,Easy Money (1983),Comedy,"To inherit his mother-in-law's colossal fortune, a hard-living gambling addict must change his unhealthy ways before they get the best of him.",6.3,1983,USA,English
3847,"Ilsa, She Wolf of the SS (1974)",Horror,N/A,N/A,1964–,Brazil,Portuguese
3848,Silent Fall (1994),Drama|Thriller,"An autistic boy witnesses his parents' double murder. Richard Dreyfuss as a controversial therapist, seeks to probe the child's mind in order to solve the case.",5.9,1994,USA,English
3849,"Spiral Staircase, The (1946)",Thriller,"In 1916, a shadowy serial killer is targeting women with ""afflictions""; one night during a thunderstorm, the mute Helen feels menaced.",7.5,1946,USA,English
3850,Whatever Happened to Aunt Alice? (1969),Crime|Thriller,,,,,
3851,I'm the One That I Want (2000),Comedy,"November, 1999, Margaret Cho is home in San Francisco at the Warfield Theater. Cho structures her monologue loosely on her professional life's trajectory: doing stand-up, cast in an ABC-TV ...",7.5,2000,USA,English
3852,"Tao of Steve, The (2000)",Comedy,"Underachieving, overweight kindergarten teacher Dex finds a woman who forces him to reexamine his Zen-like system of seduction.",6.7,2000,USA,English
3853,"Tic Code, The (1998)",Drama,"A 10 year old gifted boy wants to be a jazz pianist much to the chagrin of his more classical oriented piano instructor. With his mother's help, he is an underage regular at a local ...",6.6,1999,USA,English
3854,Aim�e & Jaguar (1999),Drama|Romance,,,,,
3855,"Affair of Love, An (Une Liaison Pornographique) (1999)",Drama|Romance,"They recount their impressions to the Interviewer. They met through a magazine ad, She and He. They corresponded through the Internet. He responded to her ad seeking someone to fulfil her ...",7.2,1999,"France, Switzerland, Belgium, Luxembourg",French
3856,Autumn Heart (1999),Drama,"When a school bus driving woman (Tyne Daly) has a heart attack, she makes one request of her three daughters (Ally Sheedy, Marla Sucharetza, Marceline Hugo) - she wants them to find their ...",6.5,1999,USA,English
3857,Bless the Child (2000),Thriller,"Cody, a little girl abandoned by her mother and raised by her aunt, a nurse, is kidnapped. The girl's guardian, aided by an FBI agent, learn that Cody has supernatural abilities and the abductees are a Satanic cult wanting to harness her abilities.",5.1,2000,"USA, Germany",English
3858,Cecil B. Demented (2000),Comedy,An insane independent film director and his renegade group of teenage filmmakers kidnap an A-list Hollywood actress and force her to star in their underground film.,6.2,2000,"France, USA",English
3859,"Eyes of Tammy Faye, The (2000)",Documentary,"A documentary look, mostly through the eyes of Tammy Faye Bakker Messner, at her rise and fall as a popular televangelist with husband Jim Bakker. Traces their rise: her teen marriage to ...",7.2,2000,"UK, USA",English
3860,"Opportunists, The (1999)",Crime,A struggling auto mechanic with a criminal past agrees to one last heist to pay off his debts.,5.8,2000,"UK, USA","English, Polish"
3861,"Replacements, The (2000)",Comedy,"During a pro football strike, the owners hire substitute players.",6.5,2000,USA,"English, American Sign Language"
3862,About Adam (2000),Comedy,"A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend.",6.0,2000,"Ireland, UK, USA","English, French"
3863,"Cell, The (2000)",Sci-Fi|Thriller,"An FBI agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",6.3,2000,"USA, Germany",English
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,Godzilla saves Tokyo from a flying saucer that transforms into the beast Orga.,6.0,1999,Japan,Japanese
3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary,A concert film featuring four major African American stand up comedians.,6.6,2000,USA,English
3866,Sunset Strip (2000),Comedy,A comedy that takes place during 24 hours on Sunset Strip in 1972.,5.7,2000,USA,English
3867,All the Rage (a.k.a. It's the Rage) (1999),Drama,Handguns figure in the intertwining lives of nine people. Warren shoots his wife Helen's lover and his defense is that he thought he was shooting an intruder. She leaves him; the lawyer ...,5.6,1999,USA,English
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,Incompetent police detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,7.6,1988,USA,English
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,,,,,
3870,Our Town (1940),Drama,"Change comes slowly to a small New Hampshire town in the early 20th century. People grow up, get married, live, and die. Milk and the newspaper get delivered every morning, and nobody locks...",6.8,1940,USA,English
3871,Shane (1953),Drama|Western,"A weary gunfighter attempts to settle down with a homestead family, but a smoldering settler/rancher conflict forces him to act.",7.7,1953,USA,English
3872,"Suddenly, Last Summer (1959)",Drama,The only son of wealthy widow Violet Venable dies while on vacation with his cousin Catherine. What the girl saw was so horrible that she went insane; now Mrs. Venable wants Catherine lobotomized to cover up the truth.,7.7,1959,"UK, USA",English
3873,Cat Ballou (1965),Comedy|Western,"A woman seeking revenge for her murdered father hires a famous gunman, but he's very different from what she expects.",6.9,1965,USA,English
3874,"Couch in New York, A (1996)",Comedy|Romance,"Dr. Henry Harriston is a successful psychoanalyst in New York City. When he is near a nervous breakdown, he arranges to change his flat with Beatrice Saulnier from France for a while. Both ...",6.0,1996,"France, Germany, Belgium","English, French"
3875,"Devil Rides Out, The (1968)",Horror,"In the countryside of England, the Duc de Richleau a.k.a Nicholas welcomes his old friend Rex Van Ryn that has flown to meet him and Simon Aron, who is the son of an old friend of them that...",7.0,1968,UK,English
3876,Jerry & Tom (1998),Drama,"Live from New York City, Jerry Seinfeld, aided and abetted by a host of friends and fellow comedians, performs his 1998 Emmy-nominated performance on Broadway.",8.1,1998,USA,English
3877,Supergirl (1984),Action|Adventure|Fantasy,"After losing a powerful orb, Kara, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",4.3,1984,"UK, USA",English
3878,X: The Unknown (1956),Sci-Fi,"A radioactive, mud-like creature terrorizes a Scottish village.",6.2,1956,UK,English
3879,"Art of War, The (2000)",Action,"Shaw is an operative for the United Nations' covert dirty-tricks squad, using espionage and quasi-ethical tactics to secure peace and cooperation. When a shipping container full of dead ...",5.7,2000,"USA, Canada",English
3880,"Ballad of Ramblin' Jack, The (2000)",Documentary,"With the help of her mother, family, friends, and fellow musicians, Aiyana Elliott reaches for her father, legendary cowboy troubadour, Ramblin' Jack Elliott. She explores who he is and how...",7.9,2000,USA,English
3881,Bittersweet Motel (2000),Documentary,"Bittersweet Motel is a documentary about the popular rock band Phish. The film focuses on Phish's music, with little emphasis on their die-hard fan base.",8.1,2000,USA,English
3882,Bring It On (2000),Comedy,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,5.9,2000,USA,English
3883,Catfish in Black Bean Sauce (2000),Comedy|Drama,"Dwayne and his older sister Mai are adults: Mai is married to Vinh, Dwayne is about to propose to Nina. Twenty-two years ago, when Mai was 10, she and Dwayne were refugees in Vietnam, ...",6.7,1999,USA,English
3884,"Crew, The (2000)",Comedy,N/A,N/A,2000,USA,English
3885,Love & Sex (2000),Comedy|Romance,"In 1981 in L.A., Monica moves in next door to Quincy. They're 11, and both want to play in the NBA, just like Quincy's dad. Their love-hate relationship lasts into high school, with ...",7.2,2000,USA,"English, Spanish"
3886,Steal This Movie! (2000),Drama,"Five years after Yippie founder Abbie Hoffman goes underground to avoid a drug-related prison sentence, he contacts a reporter to get out the story of the FBI's covert spying, harassment ...",6.4,2000,USA,English
3887,Went to Coney Island on a Mission From God... Be Back by Five (1998),Drama,"Two young men (Jon Cryer, Rick Stear) who have been friends since early childhood decide to go on a trip to find a third friend (Rafael Baez) who has long since disappeared. Stories they ...",6.4,1998,USA,English
3888,Skipped Parts (2000),Drama|Romance,An ungrounded young mother and her thoughtful teenage son are banished to a remote provincial town by a domineering father.,6.4,2000,USA,English
3889,Highlander: Endgame (2000),Action|Adventure|Fantasy,"Immortals Connor and Duncan MacLeod must join forces against Kell, an evil immortal who has become too strong for anyone to face alone.",4.6,2000,USA,"English, French, Scottish Gaelic"
3890,Back Stage (2000),Documentary,"Roscoe and Buster are working at a vaudeville house. When the crew attacks the strongman for bullying his assistant, the man goes out on strike so the crew puts on a show. When the ...",6.7,1919,USA,English
3891,Turn It Up (2000),Crime|Drama,"Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate ...",4.4,2000,USA,English
3892,Anatomy (Anatomie) (2000),Horror,"Medical student Paula Henning wins a place at an exclusive Heidelberg medical school. When the body of a young man she met on the train turns up on her dissection table, she begins to ...",6.1,2000,Germany,"German, Latin"
3893,Nurse Betty (2000),Comedy|Thriller,Comedy about a widow's post-traumatic obsession with a soap star.,6.2,2000,"Germany, USA","English, Spanish"
3894,Solas (1999),Drama,"Maria, whose parents live in the country, cannot stand her father's authoritarian ways and moves to the city. She finds a job as a cleaner and tries to survive in a wretched apartment in ...",7.7,1999,Spain,Spanish
3895,"Watcher, The (2000)",Crime|Thriller,"David Allen Griffin is a cool killer- time and time again, he chooses a female victim, studies her for weeks till he knows her routine to the smallest detail, makes meticulous preparations ...",5.3,2000,USA,"English, Vietnamese"
